auction_id,category,starting_price,duration_hours,final_price
152,Electronics,595.8216052319281,12,1097.8895140311615
153,Car,779.6380751166312,14,1249.8530897980907
154,Fashion,751.52938707895,22,2176.6421429158977
155,Car,316.76833404092235,4,753.1411355861906
156,Art,916.3044539255619,10,1706.0984047050904
157,Car,141.6022159256859,16,219.36462939634853
158,Art,166.03511444097185,6,460.6309445223533
159,Electronics,452.75490855689304,20,1103.5892303635271
160,Car,621.9117208214734,1,1368.5345166819525
161,Fashion,547.7118444508542,6,1302.4733612769403
162,Electronics,210.11002367790053,3,524.8308543049984
163,Fashion,70.28533359242998,14,157.22733332497663
164,Car,238.2955120229176,19,414.63118310404735
165,Art,246.18797437412996,2,623.403308007116
166,Electronics,742.3203912692277,2,1204.5802411817208
167,Electronics,563.1772888539001,13,1410.445540114687
168,Electronics,472.5399962182987,17,1234.3062002929485
169,Art,810.0301340365492,1,1508.3280285505875
170,Electronics,21.455111058786443,18,59.79868948575747
171,Electronics,213.27069876601647,17,622.1653537689699
172,Fashion,617.5364003490808,22,1038.9915290999259
173,Car,724.7184870316586,13,1432.9294079491883
174,Electronics,374.49759185946095,17,685.7971647777197
175,Fashion,478.0323265825697,11,755.015122053559
176,Art,850.3752376944132,3,1743.9137751460867
177,Electronics,180.73352974560385,3,444.9402903451756
178,Car,272.96824279523116,8,715.1231279187488
179,Car,95.24809136414412,14,153.6261287306839
180,Electronics,611.6120519816907,23,1287.1879933292817
181,Fashion,145.6238646322029,19,306.3743435881148
182,Electronics,697.5783690239801,6,2043.4166821262045
183,Fashion,426.299579814288,15,748.6337309372042
184,Car,307.77003267474487,1,700.2814908550204
185,Fashion,245.25122709142804,17,420.622601607148
186,Art,661.6332088291125,3,1176.3576152201051
187,Art,436.0149310646467,1,691.4127251357768
188,Art,439.29374518561696,6,726.6457843292541
189,Car,122.90790734661346,14,296.8640181987778
190,Electronics,822.5722729738557,22,2005.9907028845832
191,Electronics,931.1864034883267,5,1672.6937326126663
192,Car,900.7264227634076,22,1702.9140345168103
193,Electronics,744.5437797031828,23,1615.3207821738597
194,Fashion,145.37259302517955,19,289.61238343197624
195,Car,102.15703576688132,21,272.31410409696645
196,Car,840.5283104735306,1,1468.0892622741314
197,Fashion,785.1343430058229,16,1231.8449288096638
198,Electronics,632.5582111170484,1,996.5041073718868
199,Art,680.371742309121,1,1377.4718089331593
200,Electronics,679.1107107561322,10,1049.463121289161
201,Art,778.7618997270627,6,2004.8835882420528
202,Art,451.8296016676082,11,1114.7747316154453
203,Fashion,139.82470542640127,22,286.3676446308737
204,Electronics,709.6091998592168,20,1930.706840859327
205,Electronics,934.3409255435769,17,2708.2814879592624
206,Electronics,884.3079660583426,1,1511.7032102798892
207,Fashion,132.2998883721658,16,277.351788974756
208,Electronics,60.14051961053299,12,111.4894577441163
209,Car,178.07243950446696,5,530.4398901746436
210,Art,152.8524846220838,17,327.37587257784116
211,Electronics,824.0473097543244,3,1772.4381189205906
212,Car,347.3515096152756,19,841.9146476240289
213,Electronics,274.459672852987,15,697.1739713272827
214,Art,995.6814652472221,23,2475.0269719226635
215,Car,412.56966199790867,17,1118.974210542303
216,Electronics,960.5331626248221,14,1570.0943847657204
217,Fashion,985.6636853482324,1,1535.3916991777855
218,Electronics,842.0546450269355,10,1552.315884353579
219,Art,846.1753119730016,20,1370.5775349230405
220,Art,323.44111750085676,16,661.8002974024841
221,Electronics,570.8386097971996,15,1377.9579433897447
222,Fashion,772.0636333124046,1,1915.8324615933193
223,Electronics,736.2397648347057,5,2076.807501872353
224,Car,102.11020066982255,16,269.87985945724876
225,Fashion,574.2341732056373,7,1556.873924473948
226,Fashion,418.13368881827813,9,1248.58311896898
227,Car,113.99755356648369,11,310.315777629814
228,Fashion,133.91266438533665,16,202.95062792644518
229,Fashion,701.3082219711029,17,1431.3403662556698
230,Art,891.4357214637323,17,2331.8507729696757
231,Art,799.7865571210864,19,1781.9081160608298
232,Art,189.20405684095294,8,343.8718636658304
233,Fashion,795.3823968632571,15,1392.5558629769657
234,Electronics,16.534329612897444,16,36.24689916548373
235,Electronics,674.219728417054,1,1754.8595474014849
236,Art,718.4787089389948,11,1332.3550858839956
237,Fashion,38.03405690111644,18,108.66865887716529
238,Electronics,954.2294569941192,21,2756.3370283229283
239,Electronics,987.2437429704105,12,2800.074485368997
240,Fashion,358.8327974311039,18,1031.3093418383312
241,Electronics,594.6418729281104,3,1635.3007673443249
242,Art,789.396058089648,6,1395.4000558290252
243,Electronics,866.6203330753715,22,1978.6544621898313
244,Electronics,768.0963879165515,1,2055.6826136065188
245,Art,588.7937071548313,3,1489.6692416154515
246,Fashion,389.5701214984877,21,1116.9389483849686
247,Fashion,400.9098676599549,9,765.0682287153815
248,Electronics,972.7997970616478,5,1542.0207512655197
249,Car,971.122319210095,13,2476.6948575921347
250,Fashion,241.76564425801578,22,582.4130736793535
251,Car,113.44231383777768,13,180.54555549392717
252,Art,161.36221482779732,22,315.5486582941073
253,Car,432.6224971753448,4,1054.949694838578
254,Art,734.4084030640356,5,1469.2747727191258
255,Car,285.889127470473,1,484.7553044524686
256,Car,496.3268876575817,21,1124.1955456995938
257,Car,963.0021031584297,4,2756.690817373453
258,Electronics,803.2586003623801,21,1896.0166585384904
259,Fashion,159.5238349937163,23,443.52151955079876
260,Fashion,554.098674717517,18,1236.8093374495838
261,Art,713.1327929703417,22,2106.08701879941
262,Fashion,989.3363166002715,21,2251.1460841514468
263,Electronics,876.0562550694998,11,1559.8715785915674
264,Car,100.35800268532498,5,182.252665803707
265,Electronics,308.0031815657374,15,479.5354045869965
266,Car,104.16216029436708,1,213.38282743561643
267,Art,357.98889032123145,3,801.8844702228289
268,Car,891.6772876099151,23,2140.5946534020554
269,Art,428.3873269120408,20,797.664444649471
270,Electronics,849.8295320061181,19,2528.1526333381503
271,Car,575.0959348948562,8,1216.6641214898375
272,Art,303.5012876807482,10,637.1413570680618
273,Art,921.5035061182701,22,2251.9137889067606
274,Fashion,813.4833559614086,13,1762.0793471891106
275,Art,223.86189875781452,4,635.912962178077
276,Car,985.7377174582667,11,2124.982382452359
277,Art,697.0408672098523,22,1776.9177982512783
278,Electronics,833.1070422235381,13,1315.9502643211865
279,Fashion,830.7754952153902,6,1559.5564905040915
280,Fashion,757.8650197908185,5,1663.2002271115982
281,Car,215.21865008075773,8,497.29957261536407
282,Car,590.5979188265362,23,904.8531101219787
283,Electronics,860.0415636862309,1,1389.0013263581984
284,Car,808.8503139296047,8,1397.235708957907
285,Electronics,763.6977303689882,13,1246.8960128087133
286,Art,664.5117056056629,3,1572.9551368513075
287,Fashion,437.2049401761988,16,1046.6147876836026
288,Car,377.07181158403006,5,909.0903567996191
289,Art,144.6392066246952,12,265.1783920783097
290,Art,79.81232914065721,12,204.86274235664624
291,Electronics,100.97288471948772,20,223.928735403957
292,Car,776.7542253306542,20,1578.102175285173
293,Fashion,235.77250468386276,22,393.1961473972335
294,Art,108.50230311130639,19,318.860806743525
295,Car,240.81228632188544,7,522.2535124131465
296,Art,843.8038873084816,20,1411.5794912062943
297,Art,927.635166951297,18,1505.137853079319
298,Car,830.7080550806061,1,2181.3580991525237
299,Electronics,306.50886770938905,16,838.111654263563
300,Electronics,658.4984325379493,10,1629.7562230749022
301,Electronics,982.0274250820113,15,1894.9642943884212
302,Fashion,819.3049096948271,13,1271.6432596685117
303,Fashion,314.5336646002205,3,606.9239879672225
304,Car,652.9225150708721,3,1671.118588755939
305,Fashion,765.5684492887254,13,1399.8506262893313
306,Art,498.89092863514225,3,824.6924453405567
307,Fashion,545.0409726303353,12,861.4200272823637
308,Electronics,179.35525910573375,17,533.1475525232909
309,Art,163.15067411365092,14,311.68787054408665
310,Electronics,562.2578038521856,16,1034.3252529323508
311,Car,649.4856411763255,7,994.5007013800235
312,Car,49.23575573551241,20,122.6446833454004
313,Car,708.30713437296,22,1196.1516671344777
314,Car,509.58252317503513,6,1122.2211844875933
315,Electronics,762.9070834414613,7,1395.8987550031725
316,Car,855.7530297842331,9,1304.812269104871
317,Fashion,83.31912057693285,16,235.99557340183568
318,Car,554.6324567784516,18,1240.9627928721604
319,Fashion,233.0585069861634,13,448.7227753670049
320,Art,278.4594551305487,17,670.8960821164324
321,Fashion,612.1526760265418,21,1488.8017403432543
322,Car,741.3061066489115,13,1667.21226640234
323,Car,174.9488304464776,23,376.318676033078
324,Electronics,619.2324091708638,6,1339.0443216505453
325,Car,907.6636878946412,1,2389.4981002892373
326,Art,697.528293766657,20,1745.963450190042
327,Car,339.5426626490294,7,510.5586349999056
328,Fashion,773.7851921101707,23,1680.4879228475331
329,Car,190.67028219030556,8,502.81834023082104
330,Car,962.3758406938796,9,1786.3988473537822
331,Electronics,296.81716494213737,4,889.4783257479969
332,Fashion,47.423020275391394,3,127.70322070351337
333,Fashion,490.0269976323638,4,1032.7119363599552
334,Fashion,703.1981645923381,13,1573.702393089278
335,Art,351.6835867870371,22,1026.2151926944796
336,Fashion,165.56568686650718,3,410.6171315081698
337,Electronics,939.8625825288902,4,2765.162248552545
338,Car,671.1334475654398,22,1433.8532672503998
339,Electronics,219.5269874840438,9,603.5187860205446
340,Car,45.24138777214506,6,95.98944517801631
341,Fashion,667.3606290546588,18,1290.2492680924058
342,Electronics,137.93734399400176,7,339.5941277043095
343,Car,222.92016736101405,2,493.2302701627848
344,Car,931.9047497422047,9,2171.8238156059288
345,Fashion,594.8949268709139,1,1270.905581495956
346,Electronics,340.8392970596124,21,811.6217772058973
347,Car,102.73067047260362,23,253.00602091256567
348,Car,897.078471189732,4,1512.593324708267
349,Car,660.874621510194,13,1916.6070272808684
350,Art,746.0041027357144,16,1734.9202663422157
351,Art,821.7946314413346,1,1263.7384587593363
352,Fashion,494.54513240578535,19,859.9097450979957
353,Car,609.9935534182414,10,1104.1675261208666
354,Car,766.8382686061162,3,1239.2213117045133
355,Car,448.6779164071667,4,1029.4128578081104
356,Car,37.81211453959219,2,94.08410708072581
357,Art,156.11433626930972,20,380.57035313941157
358,Art,801.3664437892597,18,2121.6615091949484
359,Fashion,195.38150874992476,22,350.82243112385356
360,Car,558.232833706375,12,1396.060878476276
361,Electronics,71.6161814225122,23,153.06960118391493
362,Car,776.0569208365592,16,1588.2182532610916
363,Electronics,398.2591820687871,23,723.0625087701908
364,Fashion,146.6144714135445,13,341.05259961330313
365,Electronics,395.6475241676093,8,916.1448775304116
366,Electronics,58.85022043036764,9,159.23332311453515
367,Fashion,821.8286203276343,1,1767.6569817431528
368,Art,726.9662031188636,21,1217.53873859523
369,Fashion,870.9098371220082,18,1375.313723375447
370,Art,59.312529021043005,18,152.65492751498923
371,Fashion,741.9839657324269,17,1922.955175747601
372,Art,979.0158937544013,4,1496.5700507487463
373,Art,680.0525921226808,10,1292.303103984387
374,Car,228.9718341628201,3,479.7158911742576
375,Electronics,794.1681523304333,12,2374.79143273144
376,Fashion,265.1298672060236,22,764.3688043335405
377,Art,285.6002032593817,11,714.6853446603112
378,Car,153.59834434899082,5,233.7033676120285
379,Car,810.78332720296,8,1687.904939094184
380,Art,500.2071069630124,23,1498.0929659382489
381,Fashion,348.47409083609347,5,779.4476594496927
382,Art,409.2529270100342,1,1191.2041641823282
383,Fashion,667.0651727655384,9,1296.7698407794473
384,Art,408.18601885443945,16,887.5162995946971
385,Fashion,441.553564366039,6,737.6941142912692
386,Fashion,301.50388068326555,13,814.1118829460709
387,Fashion,407.51309124381277,11,845.1615231475172
388,Fashion,733.1460386637328,13,2113.772983212673
389,Fashion,671.6379434212071,15,1325.6432058025432
390,Fashion,506.4338441389305,3,1341.6368050608016
391,Art,584.736191503298,10,1286.9825058401386
392,Fashion,131.25418563280118,8,311.4042402635292
393,Art,552.0141290652584,15,872.830727008489
394,Electronics,324.3263794455616,3,691.5248351551843
395,Art,234.24411566527047,9,358.0372714295143
396,Art,746.8564119250444,8,1316.0388248703591
397,Fashion,636.5449588921404,1,1256.0726429398426
398,Art,321.45253077862554,22,861.3992456060186
399,Art,890.3355021308238,21,2338.631691965839
400,Electronics,843.0216909496866,23,1600.6612454328638
401,Art,538.20665180891,22,1560.960626359863
402,Electronics,522.2070239802342,6,1437.1106746806613
403,Fashion,685.3869264565242,19,1674.356582299231
404,Car,638.3216709496777,22,1013.5667561934494
405,Electronics,654.9435764536913,5,1798.2519576743225
406,Art,220.05042197707672,17,353.40285193700987
407,Art,793.314386157133,19,1985.873553827139
408,Electronics,947.9901685393377,22,1480.559661285254
409,Electronics,948.8677290606981,8,1924.0115357905602
410,Fashion,636.1924041022331,16,1572.1625552243693
411,Car,314.71616998549564,17,591.6612543559427
412,Art,974.2328036633869,19,2063.771150362016
413,Electronics,613.7405074962219,17,1214.186248038391
414,Electronics,573.0156147401725,20,1415.0946806305167
415,Electronics,87.84338401602413,21,191.84511778893497
416,Art,144.88232173033538,19,345.6359157683303
417,Electronics,215.57572715273452,8,505.06514040818166
418,Fashion,927.1032360751337,5,1969.7351032346114
419,Fashion,709.1763732893319,21,1437.9890087617441
420,Car,844.4219204830506,9,1647.3207128061988
421,Electronics,973.840154612072,11,1801.5270269275347
422,Fashion,815.3524739295297,20,1728.137339221961
423,Car,474.3404902175997,22,1054.0296894116188
424,Art,275.63775326535773,13,619.7693706906255
425,Electronics,305.4361564518382,22,772.0046450493281
426,Art,300.87696108888713,1,619.6040665254892
427,Fashion,527.730971706515,19,1567.138286048379
428,Car,273.6137230132564,7,711.5178522587009
429,Fashion,160.57946380658922,3,270.1060206507057
430,Fashion,383.26523310156546,3,789.342982471805
431,Art,973.7144976339829,7,2106.5772902767762
432,Fashion,970.2282524326409,14,2360.6750696735094
433,Electronics,548.7933631048396,19,863.2018821383689
434,Car,296.01546310123604,1,667.5928046993745
435,Art,906.7303543433534,7,2209.416469770375
436,Electronics,710.4527339730449,3,1524.839676457076
437,Fashion,90.49169696911208,3,270.70969347553205
438,Car,759.8104669708687,8,1293.3154843823504
439,Car,492.8921514085472,16,1268.1185967021179
440,Fashion,232.41147713508155,19,429.3573821519558
441,Car,466.9171498863807,14,1233.478921047525
442,Electronics,295.6846686983763,5,553.5115786903833
443,Electronics,96.90751723132524,7,146.35311814240274
444,Fashion,407.41914132033816,9,899.0254684298778
445,Fashion,746.670645298459,5,1588.1351998151101
446,Electronics,281.34527857383114,22,730.168477828557
447,Art,213.81828719545985,14,491.84745383681826
448,Fashion,682.7781323233617,4,1810.118905358943
449,Fashion,457.9570840355781,7,1054.9461155897054
450,Electronics,361.45736613006994,6,885.8744741333446
451,Electronics,755.2933159379277,6,2168.920437910519
452,Electronics,821.2779252417688,11,1978.594957747763
453,Electronics,990.386632973952,10,2047.517637432372
454,Art,412.35387932066715,11,689.2898833268542
455,Electronics,85.14218391001248,19,133.38960464031112
456,Car,35.0970478324852,19,103.23724174256
457,Art,70.25676008462764,1,160.09997414103233
458,Fashion,740.9802186468423,17,1890.8136626327407
459,Fashion,279.93005673943054,2,712.431129382495
460,Electronics,659.6673248086165,20,1901.8679027015235
461,Fashion,567.5948971250249,13,1582.8175024444492
462,Art,419.3586116488656,8,860.7221417914237
463,Fashion,53.629384517341535,2,93.76003362344362
464,Fashion,112.36268807917044,23,217.37113229848077
465,Art,589.8987385465118,10,1510.9246106737173
466,Art,426.860461902289,18,1199.8923363352592
467,Fashion,63.140639608061655,10,156.09619573105843
468,Art,795.7841400550523,6,1431.5542483116687
469,Car,905.2074386561258,5,1515.9226605968383
470,Electronics,616.9231268913345,1,1209.8649546556974
471,Car,380.28323699245357,17,772.6837423877565
472,Art,686.5680915834396,17,2035.6208936377514
473,Car,61.34510779042357,16,127.97659448415246
474,Car,950.7368056572107,22,2421.131381970868
475,Fashion,71.91292024622518,23,151.49984079493427
476,Art,768.9118896066146,5,1309.8963151908968
477,Fashion,43.57470366113569,13,127.44882176266307
478,Fashion,466.1934055409433,15,917.7061113827718
479,Fashion,123.05395632879255,20,264.2262972026323
480,Electronics,605.6840047035731,1,1567.6972452828243
481,Electronics,676.2136626284661,22,1570.2473720976207
482,Car,602.9118858212361,15,952.08810479923
483,Car,888.1727592620755,14,2487.3939279946603
484,Car,290.9666828154048,5,550.8973961544368
485,Car,466.05472040832757,17,1244.9539640318892
486,Car,851.2496456964194,16,2416.8503035637814
487,Electronics,173.46371873342096,15,285.99850677575336
488,Art,301.0972402372461,18,646.2440833121805
489,Electronics,644.7677485968469,10,1648.478849141471
490,Art,418.34272640674277,21,950.0288901778092
491,Electronics,948.1769641281845,9,2731.3715212688153
492,Car,771.7240161042081,6,1844.865063134206
493,Electronics,782.9134616898315,14,2201.247733289069
494,Fashion,384.5557489897025,9,1097.5977083549303
495,Fashion,44.66219953213334,9,116.06935304098124
496,Fashion,353.56820751186444,12,665.9437257906759
497,Electronics,683.54359559419,8,1430.7964753439326
498,Art,921.0916386363442,20,2599.6982274022857
499,Fashion,722.411602197984,8,2002.7366963092518
500,Art,395.44932276839677,15,1133.5979568621615
501,Fashion,602.2347542447018,9,1322.3208536394034
502,Art,189.3287535259972,13,444.8965582258061
503,Fashion,623.0631769395255,6,1622.7854778844462
504,Fashion,381.40270227317274,11,624.5090462057391
505,Electronics,795.2389525130254,4,2381.0990202606695
506,Car,937.9790453366223,10,2781.2931710975495
507,Art,543.4510038851433,5,1177.489664519843
508,Car,301.2615265430785,17,706.5748821846305
509,Art,465.40568492900076,15,1266.4982219260517
510,Car,687.9132542660212,4,1257.887559863172
511,Fashion,890.0511732212954,8,2607.715162903812
512,Art,999.1923674508956,8,2656.5306414507136
513,Car,426.95440613878554,6,1099.8159045962595
514,Art,604.3763664924693,2,1079.8217365290495
515,Art,736.7716218309478,16,1303.818342988395
516,Electronics,79.53015149771541,16,147.79818960949308
517,Car,53.68170082549982,19,90.56341329692356
518,Car,842.3107896364154,4,1410.5405913817438
519,Art,328.73841157160695,10,536.8226281414292
520,Electronics,328.2130707804518,13,634.8413925101617
521,Art,442.2239836567437,6,719.6496220107456
522,Art,610.4315781376065,20,1630.5791422794514
523,Fashion,982.4522974266845,23,2572.925518122741
524,Fashion,75.2939016577161,3,207.44400960051536
525,Art,865.9475151723564,21,2477.6449188815895
526,Electronics,523.1697981707625,3,1343.3513172149528
527,Electronics,263.5670152434015,11,656.727279441423
528,Car,769.7719820501308,22,1503.5310102338851
529,Fashion,875.0202318480867,23,1964.765786647478
530,Electronics,628.806673581543,18,1563.7287602177666
531,Electronics,500.60667820016056,1,1316.7003218080408
532,Fashion,334.71413322275686,23,995.2462386301298
533,Car,46.442703577556934,17,84.78793936942701
534,Art,61.011692010937836,1,175.0324739001992
535,Car,778.7736668525574,1,2158.580073260294
536,Art,450.38825137396094,4,885.5066926584814
537,Fashion,850.3763392026048,23,2050.06529277794
538,Car,805.8976446212711,17,2106.7585163224644
539,Car,644.990168280559,19,1845.7309918058022
540,Electronics,946.64782196365,1,2508.661804389408
541,Art,120.08137248975626,13,247.93298868701027
542,Electronics,216.4884428486091,23,403.3862578725376
543,Car,590.6741045953776,4,1771.8401793382106
544,Electronics,876.1054562968486,2,2059.930449190377
545,Car,167.91936337078187,19,420.4249707646569
546,Art,21.90721022260336,22,56.222868782797114
547,Art,896.7161933888686,6,1828.249110748274
548,Electronics,426.0436943289864,9,1204.6485133906876
549,Art,261.5351019734203,20,506.58809593089364
550,Fashion,348.4378743595411,20,752.4687750724028
551,Electronics,511.9734601602291,15,839.2335350559799
552,Car,481.1847157165106,6,1023.2046264288077
553,Electronics,895.6046359497235,19,1458.7516258304206
554,Electronics,254.0478354253191,12,400.0343751174186
555,Electronics,176.3497434444038,22,451.45875532221334
556,Car,616.9274248948742,12,1038.0721333033762
557,Car,898.0836320803822,17,2473.2422866993325
558,Electronics,71.85518576162474,3,136.43323586723864
559,Electronics,905.156244150864,21,1960.8503545251074
560,Electronics,431.51234712868956,5,1041.4644487922399
561,Car,961.7214616009147,13,1740.7091783415835
562,Art,910.4187215280327,23,2621.046980048056
563,Art,877.672562999804,23,1772.4228445534734
564,Car,625.3773484190436,11,1796.866929426182
565,Fashion,201.30001586261054,17,490.7529902303425
566,Fashion,325.70286948776993,20,720.4584707362907
567,Fashion,711.4242193558222,16,1634.2200811220089
568,Fashion,631.2301875370118,18,1211.863023808686
569,Electronics,228.8702745566069,19,413.8066024191157
570,Electronics,511.65795493488065,21,939.736616210793
571,Car,605.3357195211744,19,1674.753212287928
572,Electronics,380.81561565914205,11,1038.0984707178911
573,Art,470.06864883952073,6,733.3373506389056
574,Electronics,82.52188832868025,6,140.16613453975154
