auction_id,bid_amount,time_left_minutes,user_id,is_fraud
3,997.3789398634665,736,22,0
3,962.9200149312446,427,55,0
3,1050.471944236192,908,88,0
3,1025.7088711861784,666,76,1
3,1024.5927588540746,549,53,0
3,1204.361848868447,814,99,0
3,1062.1188274170067,778,31,0
3,1124.030501523703,1068,49,0
3,1180.0026297505763,173,13,0
4,741.3324275677384,849,41,0
4,781.7326781722371,222,96,0
4,829.4123032536355,356,33,0
4,880.7916677488587,199,53,0
4,929.2676507979938,352,68,0
4,900.2176303779413,717,61,0
4,948.7980812240148,807,93,0
4,1019.7914314071625,1094,22,0
4,996.2558905336053,650,38,0
4,1092.7268577630068,1042,15,0
4,1149.987082981717,902,57,0
4,1167.351653352606,520,30,0
4,1216.009124622417,625,31,0
4,1216.5383820113857,169,95,0
4,1379.4354030995034,223,73,0
4,1294.9520388432634,959,13,0
4,1483.5587643955334,153,37,0
4,1395.7188747519615,695,33,0
4,1530.2162464005278,629,6,0
4,1473.9159780638001,720,9,0
4,1455.5755952008635,847,54,0
4,1411.9416002223325,36,88,0
4,1551.682643000405,321,42,0
4,1564.3710546247405,1331,85,0
5,778.0464628549753,1428,35,0
5,806.3708395928462,419,67,0
5,833.6581616619467,317,76,0
5,865.1101654702064,1078,39,0
5,885.8772173467396,1228,78,0
5,912.6040591186314,806,41,0
5,982.1092310413032,1272,90,0
5,1033.5743646379972,470,52,1
5,1010.0904385367827,1091,97,0
5,1032.729005888854,316,77,0
5,1068.7840656560413,1115,92,0
5,1055.5694596410074,428,12,0
5,1177.1510204922838,1303,4,0
5,1201.8835934704384,208,90,0
5,1232.7691090895378,636,91,0
5,1275.1828247829922,959,88,0
5,1316.7915728385587,1001,18,0
5,1213.6147530731846,776,47,0
5,1369.7578632362079,9,62,0
5,1264.3422707438815,1374,60,0
5,1506.368822120768,870,64,0
5,1525.6833486261926,1334,81,0
5,1569.5002297767464,128,11,0
5,1585.0156076304577,1332,17,0
5,1556.1336744416953,566,3,1
5,1575.48999279808,267,97,0
5,1585.365293028664,692,98,0
5,1564.033732832643,797,16,1
5,1786.5939348796696,326,22,1
5,1544.5264326047068,343,48,0
5,1843.670804809339,913,62,0
5,1858.800053865757,385,6,0
5,1799.122602514365,792,99,0
5,1784.4801921152448,1125,68,0
5,1889.9416633852493,874,71,0
5,1744.642675155124,309,1,0
5,1856.389869771323,1407,21,0
6,335.0327919853726,1066,34,0
6,345.39819313993274,685,51,0
6,356.5393297898986,118,42,0
6,368.66493267794215,161,38,0
6,368.23197839382254,134,100,0
6,391.0932039321941,1362,8,0
6,391.3560301462206,271,19,0
6,397.4190470487828,1082,47,0
6,407.0437585946386,323,54,0
6,430.5994458639489,1413,48,0
6,423.797519858888,752,46,1
6,425.3158164075535,847,50,0
6,431.90744986808727,381,66,0
6,452.87884512026767,492,51,0
6,479.14738416397506,705,100,0
6,499.2922485378174,1159,92,0
6,477.2841533636545,127,92,0
6,472.0109177555661,1414,14,0
6,511.96728414307535,1029,92,0
6,495.8039733705429,840,99,0
6,558.8427954014065,278,84,0
7,586.0383262961689,220,36,0
7,630.8387595435446,1217,88,0
7,665.3565161794448,168,9,0
7,729.2702963883963,929,91,0
7,784.4430356264004,825,77,0
7,769.5618061072919,245,73,0
7,824.7141796281804,1080,9,0
7,848.0997319326702,397,51,0
7,992.6597465870643,287,10,0
7,1015.4083544846658,279,49,0
7,982.3338915255281,74,33,0
7,1015.8759254932676,824,64,0
7,1148.9609227530927,350,22,0
7,1078.4813355959218,121,13,0
7,1248.3205018824688,816,6,0
7,1210.1135338423621,1082,63,0
7,1374.422927689115,1252,90,0
7,1319.862723261857,1015,84,0
7,1388.0525670869451,278,3,0
7,1384.1314941782061,307,12,0
7,1403.3460888388927,1367,27,1
7,1531.3404890285713,395,100,0
7,1391.3364863042384,72,18,0
7,1621.7550427591118,897,96,0
7,1714.859742182105,1368,74,0
7,1617.4561241802721,878,13,0
8,784.7615378979416,564,65,0
8,852.4016077467757,50,78,0
8,911.1823473117572,463,49,0
8,1032.9128435064868,1079,22,0
8,1151.5779656896027,848,64,0
8,1133.8300114920507,460,38,0
8,1186.8361783438772,1196,20,0
8,1295.593632977367,1385,86,0
8,1390.3393724798364,587,51,0
8,1546.9853757206254,652,89,0
8,1485.66998406477,1041,46,0
8,1480.7191791427617,1290,33,1
8,1800.4435097282808,590,17,0
8,1740.804645736133,1386,91,0
8,1703.045315754889,535,22,0
8,1806.1925625773424,687,34,0
8,1938.8705742175812,639,91,0
8,1950.930031293849,839,31,0
9,63.39979446211826,1247,14,0
9,66.74554412859254,520,19,0
9,69.37789297844093,1015,91,0
9,72.4494974625187,786,100,0
9,73.99506931450672,952,84,0
9,77.12608801579407,83,28,0
9,79.914552142134,1158,23,0
9,83.77705823479033,1266,7,0
9,86.34441188885566,737,45,0
9,95.97068823442147,1180,52,0
9,95.74705155297178,1284,82,0
9,103.07529687451316,1330,28,0
9,105.83505938658715,316,60,1
9,102.11713616523211,1385,28,1
10,977.8936842024399,770,64,1
10,994.9550371476147,1371,72,0
10,1017.4597789125806,1144,69,0
10,1028.8929723365607,167,12,0
10,1061.364359004168,1317,44,0
10,1076.4040017709908,575,52,0
10,1082.2058006437135,370,85,0
10,1136.953982233882,997,86,0
10,1148.4115111287852,135,83,0
10,1176.23324483536,96,81,0
10,1145.0172672630551,768,1,0
10,1166.242824781654,725,98,0
10,1264.6530113261858,559,20,0
10,1243.1692834969915,1306,72,0
10,1224.6150911991695,532,47,1
10,1265.8155548011648,30,51,0
10,1323.7165028381157,1031,93,0
10,1352.7120313183025,376,83,0
10,1422.2243844241411,593,50,0
10,1438.2419531373282,1000,53,0
10,1444.0460378282446,126,99,0
10,1493.2696830770376,957,60,0
10,1512.1456581349871,91,44,0
10,1413.3556143895985,1010,77,0
10,1455.7892840206177,1047,70,0
10,1513.200825841653,361,10,1
10,1558.1997130620384,180,3,0
10,1618.131463672879,1173,32,0
10,1652.627573402537,1214,1,0
10,1493.8078643108797,977,31,0
10,1649.3353668740551,989,99,0
10,1547.4525798314908,1029,60,0
10,1658.7852817019539,334,92,0
10,1790.914640783401,513,21,0
11,215.41460704306695,368,92,0
11,225.42515573014597,1108,69,0
11,234.9184833270472,455,16,0
11,241.2848611864038,945,38,0
11,250.78603456292143,479,37,0
11,258.43729573579304,630,70,0
11,271.85515336567045,439,65,0
11,285.3608963242657,1106,44,0
11,277.52641908568927,1421,79,0
11,302.27591429343755,719,64,0
11,289.0934066611313,316,78,0
11,313.8096407439218,933,77,0
11,316.2841319975572,1288,95,1
11,347.9037091475841,1131,24,1
11,335.8246278535291,896,4,0
11,356.1342942325782,873,72,0
11,336.2732426851336,592,74,0
11,372.68612196352535,1034,43,0
12,971.9285585115293,1314,24,0
12,1028.1647119193437,328,54,0
12,1072.218124458169,902,63,1
12,1116.8932231476215,1389,44,0
12,1186.6884395207203,999,23,0
12,1304.32803424995,968,92,0
12,1276.2884406541696,599,77,0
12,1443.4738781891838,1173,68,0
12,1415.123275661702,601,73,0
12,1399.239168798719,1302,84,0
12,1586.9696158260908,249,56,0
12,1725.973285725507,751,62,0
12,1537.6263046896388,865,81,0
12,1857.176465715653,546,26,1
12,1727.785725532939,209,66,0
12,1883.7867844493637,587,6,0
12,1897.5802535668472,1426,61,0
12,1837.043596575846,842,11,0
12,1914.3007265250812,1162,43,0
12,2062.1181632175253,1197,32,0
12,2293.9624667394087,903,33,0
12,2143.9505779125584,545,58,0
12,2097.8239887763307,1258,48,0
12,2261.2086545597535,915,46,0
13,562.0837079627745,740,89,0
13,576.9106333088002,603,17,0
13,591.90297707726,495,92,0
13,606.7879614493934,69,88,0
13,633.3536804332923,1340,93,0
13,660.2792578580078,973,89,0
13,662.4639037408599,431,47,0
13,695.54238326728,990,32,0
13,675.7915397110668,503,94,0
13,699.1397320647244,311,46,0
13,706.7019316415307,1003,42,0
13,780.0123537396532,533,87,0
13,744.1178307645588,398,16,1
13,810.0737952612195,1103,58,0
13,831.5186207362871,44,94,0
13,801.2161938203823,1079,30,0
13,850.2992774258423,165,46,0
13,887.9814932746527,1192,72,0
13,806.1562668069902,879,39,0
13,913.9856063307147,672,31,0
13,961.5660935770265,56,56,0
13,973.7961989840392,915,78,0
13,925.3891874116292,1382,82,0
13,992.5559921190663,528,28,0
13,959.6656811616831,431,19,0
13,1002.913777009077,227,98,0
13,1017.2324902847176,609,7,0
13,964.3667814646952,443,58,1
13,942.0912872156899,429,85,0
13,1123.4439461061324,1431,83,1
13,1152.1134821572748,783,23,0
13,994.1352789681762,729,41,0
13,1020.1861205641723,835,73,0
13,1079.0977669281383,766,79,0
13,1228.2234744135258,691,1,0
13,1125.8696106517668,502,35,0
13,1256.712168582766,577,74,0
13,1079.1248241749745,523,3,0
13,1208.5385385142326,308,82,0
13,1220.675051070119,1117,44,0
13,1282.8551390557884,592,98,0
13,1382.44392396999,795,98,0
13,1274.311015576333,422,80,0
13,1194.1276045335446,103,17,0
13,1360.5183272310333,181,13,0
14,294.99284683584494,1270,100,0
14,306.2264571138419,1123,80,0
14,317.9404519463069,497,53,0
14,320.9729271765668,67,88,0
14,338.6851081028344,641,88,1
14,348.636506770146,124,93,0
14,369.8387632863306,846,17,0
14,355.4782616432432,905,70,0
14,391.7329803954865,369,42,0
14,401.55736771075016,1276,28,0
14,422.8996825228944,1136,64,0
14,427.4431012177863,314,57,0
14,406.3640611270917,990,83,0
14,461.0571973028357,731,88,0
14,474.4883456478708,555,98,0
14,424.76304335969144,936,93,0
14,466.90629041045304,1108,16,0
14,509.82425710487837,1330,43,0
14,519.2418841824006,965,80,1
14,469.4256172049377,285,99,0
14,510.9471414960731,1092,75,0
14,523.383390038441,524,92,0
14,508.4398618177089,1191,3,0
14,552.8051274561335,892,17,0
14,543.2306467256011,1289,94,0
14,535.2321556534415,205,85,0
14,591.841921249013,1021,14,0
14,566.2963895253606,856,5,0
14,642.3988075998153,1391,26,0
14,644.2391219533399,334,93,0
14,619.9074633563719,555,89,0
14,656.5623139534889,224,54,1
14,671.5049561435314,648,75,1
14,584.3839530877195,196,80,0
14,695.89267792688,1300,51,0
14,720.5913729668868,1224,55,0
14,612.485388062179,1189,92,0
14,764.8451744747796,1126,43,0
14,750.948954903279,662,79,0
14,742.3682970918815,21,17,0
14,747.0385176243337,131,29,0
14,686.0219635994306,80,63,0
14,709.9637342175218,1431,81,0
14,679.4268345574714,120,19,0
14,852.1007706673885,612,100,0
14,830.0768827184744,932,86,0
15,759.9699716718856,343,67,0
15,888.6713489912572,1257,62,0
15,968.017587605392,1199,83,0
15,1133.4520949193648,1220,95,0
15,1249.8908958921756,571,25,0
15,1225.73173530235,676,18,0
15,1348.0706286311556,461,35,0
15,1577.028939200516,540,84,0
15,1597.532754994099,978,78,0
15,1926.890775106184,305,2,0
15,1684.9327052847127,164,77,0
16,179.30731559834388,1392,23,0
16,185.91782540487546,551,14,0
16,191.58182972743086,892,24,0
16,195.03149802793868,1354,30,0
16,201.01740169817603,1134,84,0
16,216.88819237840204,520,8,0
16,213.52855551176438,1132,29,0
16,226.62981504436436,570,56,0
16,231.28341726572285,359,48,0
16,239.31068234523246,341,29,0
16,239.18387141324558,1410,100,0
16,250.86396881624074,1156,59,0
16,240.59066186424275,1081,1,0
16,261.83642112501093,71,79,0
16,264.4961632296766,70,66,0
16,268.045577479241,948,27,0
16,284.7541456765236,919,57,0
16,286.5300024588088,126,22,0
16,275.9085949159075,625,100,0
16,289.0369779325392,1362,93,0
16,308.5055655577294,1183,47,0
16,293.9088628290614,1320,89,0
16,324.8539238371642,1262,15,0
16,329.62521022818873,90,33,0
16,351.93910841401924,728,36,0
16,345.39368936251117,633,51,0
16,337.274080967446,520,60,0
16,331.3155388611833,528,63,0
17,932.332632301717,1062,5,0
17,1010.6734236216594,825,48,0
17,1132.4101712771294,1434,68,0
17,1149.6582475266796,497,59,0
17,1294.7022045516874,44,93,0
17,1351.6777543615221,884,54,0
17,1449.5046783601483,597,97,0
17,1580.226834857168,385,20,0
17,1620.673560629062,684,41,1
17,1789.1143089076509,871,50,0
17,1924.0033646936447,45,65,0
17,1950.6474989655208,245,63,0
18,366.6010813655399,1200,28,0
18,372.08919080581506,857,16,0
18,375.9979717069265,1070,31,0
18,380.62919240540486,1420,83,0
18,387.9686905318615,385,19,0
18,400.2802588707278,789,51,0
18,394.49497199613523,781,12,0
18,401.24762968375995,1146,19,0
18,408.49867315388616,91,46,0
18,413.1806175956148,24,90,0
18,433.15924556593365,1220,75,0
18,420.0765198805522,574,2,0
18,438.4077139956064,1138,39,0
18,433.58698387280634,404,84,0
18,445.4261932953366,686,79,0
18,441.28408882478317,964,33,0
18,463.6269535920179,430,36,0
18,457.7152498925291,240,80,0
18,471.9208137207524,1020,99,0
18,490.46759624815434,1328,91,0
18,480.9622982892203,1059,28,0
18,488.20772798617213,620,45,0
18,481.34538830952596,104,73,0
18,514.8874845028372,472,17,0
18,483.9860447235761,580,69,1
18,510.7943700915465,511,27,0
18,519.2619925937006,283,66,0
18,535.3450096639119,743,83,0
18,559.1114327696022,322,91,0
18,562.3767471470405,227,65,0
18,542.7818239947087,258,50,0
18,567.1149992945107,953,79,0
18,542.2311119600096,89,86,0
18,579.4363966747137,689,2,0
18,533.114764306036,457,86,0
19,101.71801041957475,403,28,0
19,108.17355417807593,434,44,0
19,115.86099258176081,1331,16,0
19,120.80919868757768,1330,6,0
19,122.25877129228277,988,23,0
19,129.54048325858153,722,90,0
19,135.67503570191298,241,76,0
19,152.81031008589605,766,89,0
19,149.52679624741225,458,8,0
19,148.75216890183682,796,100,0
19,169.0999596508471,548,62,0
19,178.60753127048318,146,59,0
19,188.82048341940651,200,99,0
19,177.5699264006157,234,23,0
19,191.21345713385705,807,90,0
19,201.33467076097702,1306,47,0
19,197.4156360891581,892,68,0
19,198.6550589352069,300,93,0
19,222.52796404619977,1069,90,0
19,214.26465174335868,47,25,0
19,238.78778304800488,300,55,0
19,254.58503607119417,1073,55,0
19,264.1032805583597,971,9,0
20,666.1761122379307,133,27,0
20,682.0881389873523,981,60,0
20,693.2021546203301,1308,97,0
20,713.4643915497967,1306,12,1
20,716.2407959143673,200,18,0
20,746.4536530617431,452,23,0
20,749.8525466772483,1189,59,0
20,777.6465165722724,1320,21,0
20,759.4153379544294,256,63,0
20,771.0629498898037,1220,49,1
20,781.8806637885754,144,31,0
20,811.5718259526041,835,66,0
20,828.7861499792086,418,100,0
20,877.425149176944,137,9,0
20,891.231593116273,1195,34,0
20,907.3032500073732,796,59,0
20,931.7357396950099,1395,34,0
20,904.8121265474517,257,51,0
20,946.9172552657722,272,53,0
20,900.2231604460508,1279,87,0
20,918.2261426136062,1075,25,0
20,921.1605644205456,1060,93,0
20,1026.972666408143,636,98,0
20,967.0924989641767,50,58,0
20,980.4050418166638,698,10,0
20,1027.7051721661983,46,62,0
20,1045.9310346142677,864,56,1
20,1074.8380666958296,785,25,0
20,1129.8933571012255,164,42,0
20,1035.9380945530893,1185,56,0
20,1110.9094189740613,981,37,0
20,1111.6845322383056,725,83,0
20,1142.6895700540902,1121,44,0
20,1171.307147911467,605,23,0
20,1097.576116109335,469,28,0
20,1083.5400443399928,588,50,0
20,1163.1070437104904,939,48,0
20,1142.4344890505345,1421,17,0
20,1269.935021082568,941,37,0
20,1302.4721003442048,911,98,0
20,1139.0154287648086,915,82,0
20,1216.4449010512471,223,44,0
20,1338.766346965171,1006,97,0
20,1238.8219541041321,420,45,0
20,1225.9539352935037,207,92,0
20,1235.2581958379005,969,23,0
20,1291.0574050386072,848,95,0
20,1322.1783355101034,2,9,0
21,354.2599942679993,1386,60,0
21,373.42423777794073,1428,34,0
21,382.2899129434134,1160,18,0
21,395.5388288347796,423,21,0
21,413.8557776448438,69,65,0
21,444.0325067335773,647,75,0
21,432.50467205267074,1160,48,0
21,462.5308602818552,1408,82,0
21,461.25293479293026,158,65,0
21,474.89456540177275,1170,53,0
21,502.2874390713696,1000,100,0
21,498.17749334049694,1020,77,0
21,573.2192292295573,1261,69,0
21,555.9092716289933,176,15,0
21,612.5453472520469,656,12,0
21,555.169523560807,428,91,0
21,566.6429864570525,747,96,0
21,634.8202997564056,423,71,0
21,606.0690826097007,615,11,0
21,606.4449915860663,410,10,0
21,666.1110881753036,974,95,0
21,661.0359703844753,1023,58,0
21,711.9580453185231,1130,3,0
21,708.2789358382156,1300,46,0
21,721.374029398134,407,62,0
21,718.6124134138897,480,55,0
21,749.3922905567763,979,97,0
21,845.653099307805,1247,87,0
21,784.774335499714,1439,72,0
21,765.7147960200655,1113,58,0
21,812.8361285062974,487,62,0
21,765.0710466533192,81,39,0
21,823.5157957102206,254,50,0
21,899.5735445709806,117,49,0
21,793.1334857173483,910,98,0
21,908.4613151483152,1274,15,0
21,1008.2070148685134,203,19,0
21,917.8005332230496,1388,50,1
21,994.6286657501282,455,67,0
21,966.2343202302102,947,83,1
21,1025.4678031867386,834,96,0
22,386.1479257058472,40,85,0
22,392.4712352580143,351,10,0
22,399.9290224234512,984,41,0
22,406.4956180465882,97,93,0
22,411.17206274835416,406,5,0
22,412.9617774974015,889,37,0
22,426.5621356630892,805,53,0
22,428.12766484577094,1175,72,0
22,431.73748529043,842,21,0
22,440.68980454284247,1160,32,0
22,444.6049971098139,919,35,0
22,444.4018173928626,1413,87,0
22,464.2190125157549,1046,65,0
22,460.9184335140478,1116,75,0
22,457.4940506655635,1074,66,0
22,488.6880107768043,277,89,0
22,468.7080145671231,714,6,0
22,490.8443297321013,883,46,0
22,492.6388626755256,334,4,0
22,479.84154705265865,190,98,0
22,507.5422734583107,1154,95,0
22,525.282742449313,1178,33,0
22,518.650065864405,408,92,0
22,530.2720334922944,123,43,0
22,538.213928462517,114,83,0
22,521.0768388596297,252,52,0
22,536.6039003749331,820,96,0
22,568.5172000197297,791,12,0
22,535.3058877948893,1324,44,0
22,535.2944792916478,730,73,0
22,570.0422446404307,824,73,0
22,570.5828256199475,1020,39,0
22,586.850966088811,1189,67,0
22,542.7762905402205,1362,57,0
22,611.7850496129628,945,23,0
22,587.5134568960493,116,61,0
22,624.266149424469,946,85,0
22,640.653887682462,1314,41,0
22,618.2777589581042,204,96,0
22,624.5731424185283,221,1,0
22,604.25802554467,1291,24,0
22,663.5771832771152,668,8,0
22,665.6347781686727,843,74,0
22,605.309088283767,360,8,0
22,655.0425029245359,1395,27,0
22,616.6397709745877,772,34,0
23,14.409728218733182,170,12,0
23,16.004561835688456,748,35,0
23,16.95262127545566,888,18,0
23,17.910603026579675,1068,22,1
23,20.69529270731939,6,43,0
23,19.994274132559166,1283,56,0
23,21.22659218215552,337,14,0
23,22.880905611286188,494,61,0
23,23.58642616240937,353,47,0
23,28.74332253855924,24,15,0
23,25.96219488444054,1041,76,0
23,27.74636517643748,254,83,0
23,30.66276796313661,1096,12,0
23,35.037601126448166,837,58,0
23,35.97233519061993,646,37,0
23,34.934448656250865,323,83,0
23,31.779875324865557,1036,35,0
24,486.1963949191735,533,23,0
24,502.09008965060144,557,38,0
24,517.6911511169191,511,27,0
24,526.81726725728,118,98,0
24,536.3531229736888,906,48,0
24,552.2672564944753,785,64,0
24,578.8118312187595,1138,77,0
24,602.8642876878548,377,58,0
24,591.9864436823146,1381,80,0
24,634.9561999329167,1311,17,0
24,649.7672664055401,590,44,0
24,617.9427284794048,32,18,0
24,682.7860042673503,434,17,1
24,689.9388947729158,308,40,0
24,699.0875051724391,539,100,0
24,696.2782017174414,1281,7,0
24,721.2859605666168,775,12,0
24,681.3957381614855,1058,34,0
24,762.1782286028813,1007,89,0
24,801.4334485543988,1095,43,0
24,795.887043699833,809,55,1
24,739.5472408724006,725,49,0
24,862.0611452859125,983,15,0
24,869.8970786654144,285,60,0
25,666.9885145991271,574,35,0
25,715.4043865702555,166,37,0
25,755.3844542946171,1028,13,0
25,774.4123582605787,439,36,0
25,822.8382790068898,817,3,0
25,925.5843763502658,237,12,0
25,957.1201751633273,1233,94,0
25,968.3275978032996,1366,79,0
25,1023.8989137208564,323,47,0
25,1019.3502283362807,1408,26,0
25,1032.7349921904733,344,1,0
25,1110.22779713856,328,93,0
25,1280.5899337359,928,42,0
25,1293.9408780985798,125,30,0
25,1355.9581976522893,250,19,0
25,1346.932736129414,686,32,0
25,1308.6918714794942,842,64,0
25,1418.201718354681,1154,35,0
25,1409.6825796693292,1269,58,0
25,1582.6945764541765,654,69,0
25,1552.535297773106,354,24,0
25,1544.4175104468873,1134,40,0
25,1810.8640220369543,258,82,1
25,1659.136370309735,292,64,0
26,313.73606479756853,655,59,0
26,325.4551115273516,1012,69,0
26,342.5834908397799,817,93,0
26,352.7611693687526,299,32,0
26,366.8687802764875,1228,98,0
26,376.31976926719045,709,8,0
26,400.12095680399835,551,56,0
26,393.3604386002569,993,74,0
26,414.1066115855648,395,80,0
26,436.44823005623675,111,42,0
26,471.3398481907572,602,91,0
26,468.8619254110779,778,77,0
26,459.9068550951537,218,76,0
26,477.02805849876756,1282,92,0
26,503.0410413790871,1253,44,0
26,477.8394856011157,726,86,0
26,549.6611430504678,427,21,0
26,515.274763380852,227,96,0
26,559.0596001941296,1190,53,0
26,535.3746153123279,1325,41,0
26,559.6614480662602,78,28,0
26,616.2066050012265,1437,11,0
26,557.1613105998144,611,98,0
26,606.0627324312727,383,17,0
26,661.263032236827,741,22,0
26,638.2051606403702,615,80,0
26,611.2736441897074,1167,34,0
26,693.282508973251,463,75,0
26,690.751084741325,1324,7,0
26,761.9752610664154,1077,38,0
26,713.4822442465704,548,37,0
26,662.458830849957,104,78,0
26,668.1671528038648,940,100,0
26,801.7002971525881,588,57,0
26,742.1693286727402,1114,38,0
27,901.1192279581859,804,10,0
27,995.3091381564561,716,92,0
27,1056.4774447800594,1083,19,0
27,1209.3344654760365,405,50,1
27,1224.625373316394,174,62,0
27,1353.0154077713046,1328,50,0
27,1370.434945572587,730,9,0
27,1540.5424745683026,802,8,0
27,1514.5506289984555,1107,49,0
27,1538.753676478532,294,61,1
27,1616.7423360216837,1399,22,0
27,1971.0902143849357,420,32,0
27,1961.1302410791,797,51,0
27,1940.888196283055,631,85,0
28,242.00100180626842,197,36,1
28,252.6713647693093,1123,67,0
28,265.9092385859316,188,61,1
28,278.2685136683364,172,5,0
28,282.4043040600118,830,7,0
28,295.4003536391647,1022,29,0
28,318.0429445203937,1097,55,0
28,314.00419890581145,94,84,0
28,351.53824154335456,789,6,0
28,334.65987745022784,852,1,0
28,369.5564942236064,1398,38,0
28,346.3505347906246,790,42,0
28,393.54931930537816,636,31,1
28,407.8962277097719,179,43,0
28,396.52983694105336,762,48,0
28,435.3710035936268,925,15,0
28,406.77331057470394,685,62,0
28,451.6947236519758,326,5,0
28,438.0425557558563,86,50,0
28,497.8897874632115,1093,96,0
28,464.86054796674574,298,48,0
28,536.1272386825161,1204,8,0
28,452.02552122485474,329,45,0
28,542.3810400244395,368,37,0
28,556.7013939802201,1146,93,0
28,477.1644486836468,1324,48,0
28,551.9038216830896,421,25,0
28,541.3322503216299,1311,45,0
28,632.2741567390678,485,69,0
28,626.2998526336684,184,86,0
28,622.8747588379315,7,58,0
28,615.5706466469015,991,89,1
28,578.2886107981259,836,51,0
29,217.2992349357513,781,65,0
29,228.35126879786864,917,21,0
29,238.2545674093709,339,14,0
29,247.20055453208377,1067,20,0
29,256.42639257034125,507,5,0
29,265.39911459049785,674,17,0
29,267.16846596908636,321,13,0
29,273.8626558593395,738,69,0
29,286.3737232348322,202,67,0
29,313.9630611556511,179,93,0
29,334.2375415969849,1067,79,0
29,315.52011260118167,105,84,0
29,352.6734124647145,820,47,0
29,364.65337231563745,1170,59,0
29,362.24698507781517,1187,8,0
29,371.58106964061415,1418,63,0
29,372.926979499509,119,88,0
29,353.7438199717028,627,57,0
29,414.33965125128816,314,20,0
29,428.14801824998347,1186,37,0
29,436.91806571312816,335,63,1
29,412.61934810771356,316,4,0
29,460.956225245117,741,37,0
29,461.8509755329373,360,97,0
29,406.2230698615847,1051,44,0
29,507.1450916267154,1386,42,0
29,459.89439876643877,562,85,0
29,457.1732870465671,1139,96,0
29,443.75834520097334,666,3,0
29,541.9074391117452,155,5,0
29,548.3130993684405,149,47,0
29,470.2872560496761,64,20,0
29,573.0341065373686,867,66,0
29,541.038871473749,734,67,0
29,583.0459762121573,690,14,0
29,494.41099644114524,516,80,0
29,516.1693574772443,502,77,0
29,613.6936454913435,73,53,0
30,726.8304514539611,399,57,0
30,745.1294823745177,1010,41,0
30,758.1657703031643,863,81,0
30,779.6490545599602,849,37,0
30,799.1465065062745,607,95,0
30,807.6741944357113,1352,18,0
30,822.2524246328999,751,24,0
30,838.5210368492212,1435,89,0
30,837.4994095514487,221,86,0
30,903.0478125005466,807,87,0
30,866.9568590107464,1326,75,0
30,877.8491950789161,213,75,0
